"id","lang","lang_key","lang_value","created_at","updated_at"
"305","en","join_with","Join With
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"306","en","verify","Verify
","31/10/2021 14:45:43","15/12/2024 10:53:08"
"307","en","enter_your_email_address_verification_code","Enter your email address, verification code
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"308","en","resend_code","Resend Code
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"309","en","the_page_you_are_looking_was_not","THE PAGE YOU ARE LOOKING WAS NOT
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"310","en","in_this_planet","IN THIS PLANET
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"311","en","back_to_home","BACK TO HOME
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"312","en","newly_added_products","Newly Added Products
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"313","en","wallet_balance","Wallet Balance
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"314","en","last_recharge","Last Recharge
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"315","en","products_in_your_cart","Products in Your Cart
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"316","en","products_in_your_wishlist","Products in Your Wishlist
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"317","en","products_you_ordered","Products You Ordered
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"318","en","recent_purchase_history","Recent Purchase History
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"319","en","my_wishlist","My Wishlist
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"320","en","default_shipping_address","Default Shipping Address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"321","en","add_new_address","Add New Address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"322","en","recently_viewed","Recently Viewed
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"323","en","profile_information","Profile Information
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"324","en","new_password","New Password
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"325","en","profile_image","Profile Image
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"326","en","select_image","Select Image
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"327","en","default_billing_address","Default Billing Address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"328","en","all_addresses","All Addresses
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"329","en","mark_as_default_shipping_address","Mark as default shipping address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"330","en","mark_as_default_billing_address","Mark as default billing address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"331","en","no_saved_address","No saved address
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"332","en","loading_please_wait","Loading please wait
","31/10/2021 14:45:43","15/12/2024 10:53:08"
"333","en","details","Details
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"334","en","delivery_status","Delivery Status
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"335","en","generating_invoice","Generating invoice...
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"336","en","confirm_cancel","Confirm cancel
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"337","en","are_you_sure_you_want_to_cancel_this_order","Are you sure you want to cancel this order?
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"338","en","cancelling_order","Cancelling order...
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"339","en","wallet_recharge_history","Wallet Recharge History
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"340","en","date","Date
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"341","en","no_product_wishlisted","No product wishlisted
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"342","en","delivery_option","Delivery Option
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"343","en","standard_delivery","Standard Delivery
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"344","en","delivery_cost","Delivery cost
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"345","en","express_delivery","Express Delivery
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"346","en","sorry_delivery_is_not_available_in_this_shipping_address","Sorry, delivery is not available in this shipping address.
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"347","en","total_to_pay","TOTAL TO PAY
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"348","en","your_wallet_balance","Your wallet balance
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"349","en","remaining_balance","Remaining balance
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"350","en","by_clicking_proceed_i_agree_to","By clicking proceed, I agree to
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"351","en","proceed","Proceed
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"352","en","thank_you_for_your_order","Thank You for Your Order
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"353","en","a_copy_of_your_order_summary_has_been_sent_to","A copy of your order summary has been sent to
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"354","en","remove_from_wishlist","Remove from Wishlist
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"355","en","add_to_wishlist","Add to Wishlist
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"356","en","ask_about_this_product","Ask about this product
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"357","en","share","Share
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"358","en","rating__reviews","Rating & Reviews
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"359","en","frequently_bought_together","Frequently Bought Together
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"360","en","more_items_to_explore","More Items to Explore
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"361","en","warranty_available","Warranty Available
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"362","en","view_warranty_policy","View Warranty Policy
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"363","en","related_products","Related Products
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"364","en","please_select_all_options","Please select all options
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"365","en","this_product_is_out_of_stock","This product is out of stock
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"366","en","you_need_to_purchase_minimum_quantity","You need to purchase minimum quantity
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"367","en","you_can_purchase_maximum_quantity","You can purchase maximum quantity
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"368","en","product_added_to_cart","Product added to cart.
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"369","en","track_your_order","Track your order
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"370","en","wallet_successfully_recharged","Wallet successfully recharged!
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"371","en","wallet_recharge_failed","Wallet recharge failed!
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"372","en","login_successfull","Login successfull.
","31/10/2021 14:45:43","31/10/2021 14:45:43"
"373","en","applied_coupon_code_is_no_applicable_for_your_selected_cart_products","Applied coupon code is no applicable for your selected cart products.
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"374","en","minimum_order_total_of","Minimum order total of
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"375","en","is_required_to_use_applied_coupon_code","is required to use applied coupon code.
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"376","en","delivery_type","Delivery type
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"377","en","rate_and_review_purchased_product","Rate and review purchased product
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"378","en","submit","Submit
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"379","en","write_a_review","Write a review
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"380","en","view_details","View details
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"381","en","download_invoice","Download invoice
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"382","en","cancel_order","Cancel order
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"383","en","this_product_is_not_available","This product is not available.
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"384","en","comment","Comment
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"385","en","youve_already_reviewed_this_product_you_can_update_the_review","You've already reviewed this product. You can update the review.
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"386","en","your_review_has_been_disabled","Your review has been disabled.
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"387","en","home","Home
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"388","en","messages","Messages
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"389","en","cart","Cart
","31/10/2021 14:45:44","31/10/2021 14:45:44"
"390","en","change_language","Change language
","31/10/2021 14:45:44","4/11/2021 14:49:42"
"391","en","product_added_to_cart_successfully","Product added to cart successfully","31/10/2021 14:45:59","31/10/2021 14:45:59"
"392","en","avatar","Avatar","31/10/2021 14:47:15","31/10/2021 14:47:15"
"393","en","save","Save","31/10/2021 14:47:15","31/10/2021 14:47:15"
"394","en","select_file","Select File","31/10/2021 14:47:18","31/10/2021 14:47:18"
"395","en","upload_new","Upload New","31/10/2021 14:47:18","31/10/2021 14:47:18"
"396","en","sort_by_newest","Sort by newest","31/10/2021 14:47:18","31/10/2021 14:47:18"
"397","en","sort_by_oldest","Sort by oldest","31/10/2021 14:47:18","31/10/2021 14:47:18"
"398","en","sort_by_smallest","Sort by smallest","31/10/2021 14:47:18","31/10/2021 14:47:18"
"399","en","sort_by_largest","Sort by largest","31/10/2021 14:47:18","31/10/2021 14:47:18"
"400","en","selected_only","Selected Only","31/10/2021 14:47:18","31/10/2021 14:47:18"
"401","en","no_files_found","No files found","31/10/2021 14:47:18","31/10/2021 14:47:18"
"402","en","0_file_selected","0 File selected","31/10/2021 14:47:18","31/10/2021 14:47:18"
"403","en","clear","Clear","31/10/2021 14:47:18","31/10/2021 14:47:18"
"404","en","prev","Prev","31/10/2021 14:47:18","31/10/2021 14:47:18"
"405","en","next","Next","31/10/2021 14:47:18","31/10/2021 14:47:18"
"406","en","add_files","Add Files","31/10/2021 14:47:18","31/10/2021 14:47:18"
"407","en","total_customers","Total Customers","31/10/2021 14:47:35","31/10/2021 14:47:35"
"408","en","total_products","Total Products
","31/10/2021 14:47:35","18/1/2022 00:46:47"
"409","en","total_orders","Total Orders","31/10/2021 14:47:35","31/10/2021 14:47:35"
"410","en","total_sales","Total Sales","31/10/2021 14:47:35","31/10/2021 14:47:35"
"411","en","order_stat","Order Stat","31/10/2021 14:47:35","31/10/2021 14:47:35"
"412","en","total_category","Total Category","31/10/2021 14:47:35","31/10/2021 14:47:35"
"413","en","total_brands","Total Brands","31/10/2021 14:47:35","31/10/2021 14:47:35"
"414","en","coupons","Coupons
","31/10/2021 14:47:35","15/11/2021 02:11:03"
"415","en","confirmed_order","Confirmed Order","31/10/2021 14:47:35","31/10/2021 14:47:35"
"416","en","processed_order","Processed Order","31/10/2021 14:47:35","31/10/2021 14:47:35"
"417","en","order_delivered","Order Delivered","31/10/2021 14:47:35","31/10/2021 14:47:35"
"418","en","top_category","Top Category","31/10/2021 14:47:35","31/10/2021 14:47:35"
"419","en","top_brands","Top Brands","31/10/2021 14:47:35","31/10/2021 14:47:35"
"420","en","order__sales","Order & Sales","31/10/2021 14:47:36","31/10/2021 14:47:36"
"421","en","sales_by_category_","Sales by Category","31/10/2021 14:47:36","31/10/2021 14:47:36"
"422","en","top_products","Top Products","31/10/2021 14:47:36","31/10/2021 14:47:36"
"423","en","sales_","Sales ($)","31/10/2021 14:47:36","31/10/2021 14:47:36"
"424","en","select_an_attribute","Select an attribute","31/10/2021 14:49:05","31/10/2021 14:49:05"
"425","en","successfully_logged_out","Successfully logged out","31/10/2021 15:04:30","31/10/2021 15:04:30"
"426","en","type_name__enter","Type name & Enter","1/11/2021 01:35:50","1/11/2021 01:35:50"
"427","en","logo","Logo","1/11/2021 01:35:50","1/11/2021 01:35:50"
"428","en","add_new_brand","Add New Brand","1/11/2021 01:35:50","1/11/2021 01:35:50"
"429","en","120x80","120x80","1/11/2021 01:35:50","1/11/2021 01:35:50"
"430","en","all_roles","All Roles","1/11/2021 01:36:00","1/11/2021 01:36:00"
"431","en","add_new_role","Add New Role","1/11/2021 01:36:00","1/11/2021 01:36:00"
"432","en","role_information","Role Information","1/11/2021 01:36:06","1/11/2021 01:36:06"
"433","en","role_name","Role Name","1/11/2021 01:36:06","1/11/2021 01:36:06"
"434","en","permissions","Permissions","1/11/2021 01:36:06","1/11/2021 01:36:06"
"435","en","role","Role","1/11/2021 01:36:06","1/11/2021 01:36:06"
"436","en","show_staff_roles","Show Staff Roles","1/11/2021 01:36:06","1/11/2021 01:36:06"
"437","en","add_staff_roles","Add Staff Roles","1/11/2021 01:36:06","1/11/2021 01:36:06"
"438","en","edit_staff_roles","Edit Staff Roles","1/11/2021 01:36:06","1/11/2021 01:36:06"
"439","en","delete_staff_roles","Delete Staff Roles","1/11/2021 01:36:06","1/11/2021 01:36:06"
"440","en","staff","Staff","1/11/2021 01:36:06","1/11/2021 01:36:06"
"441","en","show_staffs","Show Staffs","1/11/2021 01:36:06","1/11/2021 01:36:06"
"442","en","add_staffs","Add Staffs","1/11/2021 01:36:06","1/11/2021 01:36:06"
"443","en","edit_staffs","Edit Staffs","1/11/2021 01:36:06","1/11/2021 01:36:06"
"444","en","delete_staffs","Delete Staffs","1/11/2021 01:36:06","1/11/2021 01:36:06"
"445","en","show_dashboard","Show Dashboard","1/11/2021 01:36:06","1/11/2021 01:36:06"
"446","en","show_products","Show Products","1/11/2021 01:36:06","1/11/2021 01:36:06"
"447","en","add_products","Add Products","1/11/2021 01:36:06","1/11/2021 01:36:06"
"448","en","edit_products","Edit Products","1/11/2021 01:36:06","1/11/2021 01:36:06"
"449","en","duplicate_products","Duplicate Products","1/11/2021 01:36:06","1/11/2021 01:36:06"
"450","en","delete_products","Delete Products","1/11/2021 01:36:06","1/11/2021 01:36:06"
"451","en","show_categories","Show Categories","1/11/2021 01:36:06","1/11/2021 01:36:06"
"452","en","add_categories","Add Categories","1/11/2021 01:36:06","1/11/2021 01:36:06"
"453","en","edit_categories","Edit Categories","1/11/2021 01:36:06","1/11/2021 01:36:06"
"454","en","delete_categories","Delete Categories","1/11/2021 01:36:06","1/11/2021 01:36:06"
"455","en","show_brands","Show Brands","1/11/2021 01:36:06","1/11/2021 01:36:06"
"456","en","add_brands","Add Brands","1/11/2021 01:36:06","1/11/2021 01:36:06"
"457","en","edit_brands","Edit Brands","1/11/2021 01:36:06","1/11/2021 01:36:06"
"458","en","delete_brands","Delete Brands","1/11/2021 01:36:06","1/11/2021 01:36:06"
"459","en","attribute","Attribute","1/11/2021 01:36:06","1/11/2021 01:36:06"
"460","en","show_attributes","Show Attributes","1/11/2021 01:36:06","1/11/2021 01:36:06"
"461","en","add_attributes","Add Attributes","1/11/2021 01:36:06","1/11/2021 01:36:06"
"462","en","configure_attributes","Configure Attributes","1/11/2021 01:36:06","1/11/2021 01:36:06"
"463","en","edit_attributes","Edit Attributes","1/11/2021 01:36:06","1/11/2021 01:36:06"
"464","en","review","Review","1/11/2021 01:36:06","1/11/2021 01:36:06"
"465","en","show_reviews","Show Reviews","1/11/2021 01:36:06","1/11/2021 01:36:06"
"466","en","order","Order","1/11/2021 01:36:06","1/11/2021 01:36:06"
"467","en","show_orders","Show Orders","1/11/2021 01:36:06","1/11/2021 01:36:06"
"468","en","view_orders","View Orders","1/11/2021 01:36:06","1/11/2021 01:36:06"
"469","en","invoice_download","Invoice Download","1/11/2021 01:36:06","1/11/2021 01:36:06"
"470","en","delete_orders","Delete Orders","1/11/2021 01:36:06","1/11/2021 01:36:06"
"471","en","customer","Customer","1/11/2021 01:36:06","1/11/2021 01:36:06"
"472","en","show_customers","Show Customers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"473","en","delete_customers","Delete Customers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"474","en","offer","Offer","1/11/2021 01:36:06","1/11/2021 01:36:06"
"475","en","show_offers","Show Offers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"476","en","add_offers","Add Offers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"477","en","edit_offers","Edit Offers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"478","en","delete_offers","Delete Offers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"479","en","newsletter","Newsletter","1/11/2021 01:36:06","1/11/2021 01:36:06"
"480","en","send_newsletters","Send Newsletters","1/11/2021 01:36:06","1/11/2021 01:36:06"
"481","en","subscriber","Subscriber","1/11/2021 01:36:06","1/11/2021 01:36:06"
"482","en","show_subscribers","Show Subscribers","1/11/2021 01:36:06","1/11/2021 01:36:06"
"483","en","show_coupons","Show Coupons","1/11/2021 01:36:06","1/11/2021 01:36:06"
"484","en","add_coupons","Add Coupons","1/11/2021 01:36:06","1/11/2021 01:36:06"
"485","en","edit_coupons","Edit Coupons","1/11/2021 01:36:06","1/11/2021 01:36:06"
"486","en","delete_coupons","Delete Coupons","1/11/2021 01:36:06","1/11/2021 01:36:06"
"487","en","uploaded_file","Uploaded File","1/11/2021 01:36:06","1/11/2021 01:36:06"
"488","en","show_uploaded_files","Show Uploaded Files","1/11/2021 01:36:06","1/11/2021 01:36:06"
"489","en","login_to_your_account","Login to your account.","1/11/2021 02:55:46","1/11/2021 02:55:46"
"490","en","remember_me","Remember Me","1/11/2021 02:55:46","1/11/2021 02:55:46"
"491","en","copy","Copy","1/11/2021 02:55:46","1/11/2021 02:55:46"
"492","en","website_header","Website Header","1/11/2021 05:08:30","1/11/2021 05:08:30"
"493","en","header_setting","Header Setting","1/11/2021 05:08:30","1/11/2021 05:08:30"
"494","en","topbar_banner","Topbar Banner","1/11/2021 05:08:30","1/11/2021 05:08:30"
"495","en","topbar_banner_link","Topbar Banner Link","1/11/2021 05:08:30","1/11/2021 05:08:30"
"496","en","play_store_link","Play Store Link","1/11/2021 05:08:30","1/11/2021 05:08:30"
"497","en","app_store_link","App Store Link","1/11/2021 05:08:30","1/11/2021 05:08:30"
"498","en","helpline_number","Helpline number","1/11/2021 05:08:30","1/11/2021 05:08:30"
"499","en","header_logo","Header Logo","1/11/2021 05:08:30","1/11/2021 05:08:30"
"500","en","header_nav_menu","Header Nav Menu","1/11/2021 05:08:30","1/11/2021 05:08:30"
"501","en","label","Label","1/11/2021 05:08:30","1/11/2021 05:08:30"
"502","en","general","General","1/11/2021 05:08:48","1/11/2021 05:08:48"
"503","en","website_theme_color","Website Theme Color","1/11/2021 05:08:48","1/11/2021 05:08:48"
"504","en","hex_color_code","Hex Color Code","1/11/2021 05:08:48","1/11/2021 05:08:48"
"505","en","global_seo","Global Seo","1/11/2021 05:08:48","1/11/2021 05:08:48"
"506","en","meta_description","Meta description","1/11/2021 05:08:48","1/11/2021 05:08:48"
"507","en","keywords","Keywords","1/11/2021 05:08:48","1/11/2021 05:08:48"
"508","en","separate_with_coma","Separate with coma","1/11/2021 05:08:48","1/11/2021 05:08:48"
"509","en","server_information","Server information","1/11/2021 05:09:08","1/11/2021 05:09:08"
"510","en","current_version","Current Version","1/11/2021 05:09:08","1/11/2021 05:09:08"
"511","en","required_version","Required Version","1/11/2021 05:09:08","1/11/2021 05:09:08"
"512","en","status","Status
","1/11/2021 05:09:08","13/3/2022 11:14:03"
"513","en","phpini_config","php.ini Config","1/11/2021 05:09:08","1/11/2021 05:09:08"
"514","en","config_name","Config Name","1/11/2021 05:09:08","1/11/2021 05:09:08"
"515","en","current","Current","1/11/2021 05:09:08","1/11/2021 05:09:08"
"516","en","recommended","Recommended","1/11/2021 05:09:08","1/11/2021 05:09:08"
"517","en","extensions_information","Extensions information","1/11/2021 05:09:08","1/11/2021 05:09:08"
"518","en","extension_name","Extension Name","1/11/2021 05:09:08","1/11/2021 05:09:08"
"519","en","filesystem_permissions","Filesystem Permissions","1/11/2021 05:09:08","1/11/2021 05:09:08"
"520","en","file_or_folder","File or Folder","1/11/2021 05:09:08","1/11/2021 05:09:08"
"521","en","update_your_system","Update your system","1/11/2021 05:09:35","1/11/2021 05:09:35"
"522","en","current_verion","Current verion","1/11/2021 05:09:35","1/11/2021 05:09:35"
"523","en","make_sure_your_server_has_matched_with_all_requirements","Make sure your server has matched with all requirements.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"524","en","check_here","Check Here","1/11/2021 05:09:35","1/11/2021 05:09:35"
"525","en","download_latest_version_from_codecanyon","Download latest version from codecanyon.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"526","en","extract_downloaded_zip_you_will_find_updateszip_file_in_those_extraced_files","Extract downloaded zip. You will find updates.zip file in those extraced files.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"527","en","upload_that_zip_file_here_and_click_update_now","Upload that zip file here and click update now.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"528","en","if_you_are_using_any_addon_make_sure_to_update_those_addons_after_updating","If you are using any addon make sure to update those addons after updating.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"529","en","please_turn_off_maintenance_mode_before_updating","Please turn off maintenance mode before updating.","1/11/2021 05:09:35","1/11/2021 05:09:35"
"530","en","page_not_found","Page not found!","1/11/2021 05:10:39","1/11/2021 05:10:39"
"531","en","invalid_login_information","Invalid login information","1/11/2021 17:47:45","1/11/2021 17:47:45"
"532","en","product_is_successfully_added_to_your_wishlist","Product is successfully added to your wishlist","1/11/2021 17:48:10","1/11/2021 17:48:10"
"533","en","filter_by_payment_status","Filter by Payment Status","1/11/2021 22:41:03","1/11/2021 22:41:03"
"534","en","paid","Paid","1/11/2021 22:41:03","1/11/2021 22:41:03"
"535","en","unpaid","Unpaid","1/11/2021 22:41:03","1/11/2021 22:41:03"
"536","en","filter_by_deliver_status","Filter by Deliver Status","1/11/2021 22:41:03","1/11/2021 22:41:03"
"537","en","processed","Processed","1/11/2021 22:41:03","1/11/2021 22:41:03"
"538","en","cancelled","Cancelled
","1/11/2021 22:41:03","18/1/2022 00:46:47"
"539","en","type_order_code__hit_enter","Type Order code & hit Enter","1/11/2021 22:41:03","1/11/2021 22:41:03"
"540","en","num_of_products","Num. of Products","1/11/2021 22:41:03","1/11/2021 22:41:03"
"541","en","view","View","1/11/2021 22:41:03","1/11/2021 22:41:03"
"542","en","all_zones","All Zones","1/11/2021 22:42:43","1/11/2021 22:42:43"
"543","en","add_new_zone","Add New Zone","1/11/2021 22:42:43","1/11/2021 22:42:43"
"544","en","cities","Cities","1/11/2021 22:42:43","1/11/2021 22:42:43"
"545","en","standard_delivery_cost","Standard Delivery Cost","1/11/2021 22:42:43","1/11/2021 22:42:43"
"546","en","express_delivery_cost","Express Delivery Cost","1/11/2021 22:42:43","1/11/2021 22:42:43"
"547","en","zone_information","Zone Information","1/11/2021 22:42:49","1/11/2021 22:42:49"
"548","en","select_cities","Select cities","1/11/2021 22:42:49","1/11/2021 22:42:49"
"549","en","states","States","1/11/2021 22:43:19","1/11/2021 22:43:19"
"550","en","showhide","Show/Hide","1/11/2021 22:43:19","1/11/2021 22:43:19"
"551","en","country_status_updated_successfully","Country status updated successfully","1/11/2021 22:43:19","1/11/2021 22:43:19"
"552","en","countries","Countries","1/11/2021 22:43:56","1/11/2021 22:43:56"
"553","en","zone_has_been_inserted_successfully","Zone has been inserted successfully","1/11/2021 22:46:44","1/11/2021 22:46:44"
"554","en","zone_has_been_deleted_successfully","Zone has been deleted successfully","1/11/2021 22:46:49","1/11/2021 22:46:49"
"555","en","profile_information_has_been_updated_successfully","Profile information has been updated successfully","1/11/2021 22:55:39","1/11/2021 22:55:39"
"556","en","your_order_has_been_placed_successfully","Your order has been placed successfully","1/11/2021 22:56:45","1/11/2021 22:56:45"
"557","en","all_customers","All Customers","1/11/2021 22:58:01","1/11/2021 22:58:01"
"558","en","type_email_or_name__enter","Type email or name & Enter","1/11/2021 22:58:01","1/11/2021 22:58:01"
"559","en","confirmation","Confirmation","1/11/2021 22:58:01","1/11/2021 22:58:01"
"560","en","do_you_really_want_to_ban_this_customer","Do you really want to ban this Customer?","1/11/2021 22:58:01","1/11/2021 22:58:01"
"561","en","do_you_really_want_to_unban_this_customer","Do you really want to unban this Customer?","1/11/2021 22:58:01","1/11/2021 22:58:01"
"562","en","customer_info","Customer info","1/11/2021 22:58:08","1/11/2021 22:58:08"
"563","en","order_date","Order Date","1/11/2021 22:58:08","1/11/2021 22:58:08"
"564","en","qty","QTY
","1/11/2021 22:58:08","18/1/2022 00:46:48"
"565","en","delivery_status_has_been_updated","Delivery status has been updated","1/11/2021 22:58:08","1/11/2021 22:58:08"
"566","en","payment_status_has_been_updated","Payment status has been updated","1/11/2021 22:58:08","1/11/2021 22:58:08"
"567","en","your_review_has_been_submitted","Your review has been submitted.","1/11/2021 23:56:06","1/11/2021 23:56:06"
"568","en","settings_updated_successfully","Settings updated successfully","2/11/2021 00:02:50","2/11/2021 00:02:50"
"569","en","your_profile_has_been_updated_successfully","Your Profile has been updated successfully!","2/11/2021 00:05:18","2/11/2021 00:05:18"
"570","en","all_uploaded_files","All uploaded files","2/11/2021 00:05:24","2/11/2021 00:05:24"
"571","en","upload_new_file","Upload New File","2/11/2021 00:05:24","2/11/2021 00:05:24"
"572","en","all_files","All files","2/11/2021 00:05:24","2/11/2021 00:05:24"
"573","en","search_your_files","Search your files","2/11/2021 00:05:24","2/11/2021 00:05:24"
"574","en","details_info","Details Info","2/11/2021 00:05:24","2/11/2021 00:05:24"
"575","en","download","Download","2/11/2021 00:05:24","2/11/2021 00:05:24"
"576","en","copy_link","Copy Link","2/11/2021 00:05:24","2/11/2021 00:05:24"
"577","en","are_you_sure_to_delete_this_file","Are you sure to delete this file?","2/11/2021 00:05:24","2/11/2021 00:05:24"
"578","en","file_info","File Info","2/11/2021 00:05:24","2/11/2021 00:05:24"
"579","en","link_copied_to_clipboard","Link copied to clipboard","2/11/2021 00:05:24","2/11/2021 00:05:24"
"580","en","oops_unable_to_copy","Oops, unable to copy","2/11/2021 00:05:24","2/11/2021 00:05:24"
"581","en","file_deleted_successfully","File deleted successfully","2/11/2021 00:05:29","2/11/2021 00:05:29"
"582","en","email_verification","Email Verification","2/11/2021 00:16:03","2/11/2021 00:16:03"
"583","en","you_verification_code_is","You verification code is","2/11/2021 00:16:03","2/11/2021 00:16:03"
"584","en","system_name","System Name","2/11/2021 00:16:17","2/11/2021 00:16:17"
"585","en","system_logo__white","System Logo - White","2/11/2021 00:16:17","2/11/2021 00:16:17"
"586","en","choose_files","Choose Files","2/11/2021 00:16:17","2/11/2021 00:16:17"
"587","en","will_be_used_in_admin_panel_side_menu","Will be used in admin panel side menu","2/11/2021 00:16:17","2/11/2021 00:16:17"
"588","en","system_logo__black","System Logo - Black","2/11/2021 00:16:17","2/11/2021 00:16:17"
"589","en","will_be_used_in_admin_panel_topbar_in_mobile__admin_login_page","Will be used in admin panel topbar in mobile + Admin login page","2/11/2021 00:16:17","2/11/2021 00:16:17"
"590","en","system_timezone","System Timezone","2/11/2021 00:16:17","2/11/2021 00:16:17"
"591","en","admin_login_page_background","Admin login page background","2/11/2021 00:16:17","2/11/2021 00:16:17"
"592","en","default_weight_unit","Default weight unit","2/11/2021 00:16:17","2/11/2021 00:16:17"
"593","en","default_dimensions_unit","Default dimensions unit","2/11/2021 00:16:17","2/11/2021 00:16:17"
"594","en","features_activation","Features Activation","2/11/2021 00:16:17","2/11/2021 00:16:17"
"595","en","forcefully_https_redirection","Forcefully HTTPS redirection","2/11/2021 00:16:17","2/11/2021 00:16:17"
"596","en","you_need_to_configure_smtp_correctly_to_enable_this_feature","You need to configure SMTP correctly to enable this feature.","2/11/2021 00:16:17","2/11/2021 00:16:17"
"597","en","configure_now","Configure Now","2/11/2021 00:16:17","2/11/2021 00:16:17"
"598","en","wallet_system_activation","Wallet System Activation","2/11/2021 00:16:17","2/11/2021 00:16:17"
"599","en","chat_setting","Chat setting","2/11/2021 00:16:17","2/11/2021 00:16:17"
